timestamp,plc_id,plc_ip,reg_0_inlet_valve,reg_1,reg_2,reg_3,reg_4,reg_5_tank_level,source_ip,function_code,function_name
2026-06-13T09:42:21+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.2,172.22.0.10,3,READ_HOLDING
2026-06-13T09:42:26+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.1,172.22.0.10,3,READ_HOLDING
2026-06-13T09:42:31+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:42:36+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.3,172.22.0.10,3,READ_HOLDING
2026-06-13T09:42:41+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:42:46+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.4,172.22.0.10,3,READ_HOLDING
2026-06-13T09:42:51+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.6,172.22.0.10,3,READ_HOLDING
2026-06-13T09:42:56+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.4,172.22.0.10,3,READ_HOLDING
2026-06-13T09:43:01+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.1,172.22.0.10,3,READ_HOLDING
2026-06-13T09:43:06+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.3,172.22.0.10,3,READ_HOLDING
2026-06-13T09:43:11+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.6,172.22.0.10,3,READ_HOLDING
2026-06-13T09:43:16+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:43:21+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.2,172.22.0.10,3,READ_HOLDING
2026-06-13T09:43:26+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:43:31+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:43:36+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:43:41+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:43:46+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:43:51+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:43:56+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.2,172.22.0.10,3,READ_HOLDING
2026-06-13T09:44:01+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.0,172.22.0.10,3,READ_HOLDING
2026-06-13T09:44:06+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.2,172.22.0.10,3,READ_HOLDING
2026-06-13T09:44:11+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.2,172.22.0.10,3,READ_HOLDING
2026-06-13T09:44:16+00:00,plc_intake,172.21.0.10,1,0,0,0,0,5.0,172.22.0.10,3,READ_HOLDING
